@SampleID:marmgCAMI2_short_read_sample_0
@Version:0.9.1
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain

@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE
292691.1	strain	2|976|117743|200644|49546|292691||292691.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Gramella||Gramella strain	0.114
1736674.1	strain	2|976|117743|200644|49546|261827|1736674|1736674.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Algibacter|Algibacter alginolytica|Algibacter alginolytica strain	0.142
187493.1	strain	2|1224|1236|135619|135620|187492|187493|187493.1	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Oceanospirillaceae|Thalassolituus|Thalassolituus oleivorans|Thalassolituus oleivorans strain	0.338
187493.2	strain	2|1224|1236|135619|135620|187492|187493|187493.2	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Oceanospirillaceae|Thalassolituus|Thalassolituus oleivorans|Thalassolituus oleivorans strain	0.541
195522.1	strain	2157|28890|183968|2258|2259|2263|195522|195522.1	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus nautili|Thermococcus nautili strain	0.057
212663.1	strain	2|1224|1236|135623|641|662|212663|212663.1	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio tasmaniensis|Vibrio tasmaniensis strain	0.199
40269.4	strain	2|1224|1236|135623|641|511678|40269|40269.4	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio salmonicida|Aliivibrio salmonicida strain	0.028
40269.6	strain	2|1224|1236|135623|641|511678|40269|40269.6	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio salmonicida|Aliivibrio salmonicida strain	0.085
32003.3	strain	2|1224|28216|32003||||32003.3	Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales||||Nitrosomonadales strain	0.142
40269.1	strain	2|1224|1236|135623|641|511678|40269|40269.1	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio salmonicida|Aliivibrio salmonicida strain	0.057
1898108.1	strain	2||||||1898108|1898108.1	Bacteria||||||bacterium AB1|bacterium AB1 strain	0.085
76594.2	strain	2|976|117743|200644|49546|104264|76594|76594.2	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Cellulophaga|Cellulophaga baltica|Cellulophaga baltica strain	0.012
1763538.1	strain	2|1239|91061|1385|186822|44249|1763538|1763538.1	Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus sp. LPB0068|Paenibacillus sp. LPB0068 strain	0.028
43657.1	strain	2|1224|1236|135622|267888|53246|43657|43657.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Pseudoalteromonadaceae|Pseudoalteromonas|Pseudoalteromonas luteoviolacea|Pseudoalteromonas luteoviolacea strain	0.057
1248727.1	strain	2|1224|1236||||1248727|1248727.1	Bacteria|Proteobacteria|Gammaproteobacteria||||endosymbiont of unidentified scaly snail isolate Monju|endosymbiont of unidentified scaly snail isolate Monju strain	0.114
328515.1	strain	2|976|117743|200644|49546|363408|328515|328515.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Nonlabens|Nonlabens dokdonensis|Nonlabens dokdonensis strain	0.114
316.4	strain	2|1224|1236|72274|135621|286|316|316.4	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas stutzeri|Pseudomonas stutzeri strain	0.028
309805.1	strain	2|200783|187857|32069|224027|182899|309805|309805.1	Bacteria|Aquificae|Aquificae|Aquificales|Hydrogenothermaceae|Persephonella|Persephonella marina|Persephonella marina strain	0.028
398743.1	strain	2|976|117743|200644|49546|417127|398743|398743.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Zunongwangia|Zunongwangia profunda|Zunongwangia profunda strain	0.028
1608628.1	strain	2|1224|28211|356|45401|119044|1608628|1608628.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Filomicrobium|Candidatus Filomicrobium marinum|Candidatus Filomicrobium marinum strain	0.114
1821960.1	strain	2|1224|1236|91347|1903412|635|1821960|1821960.1	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae|Edwardsiella|Edwardsiella anguillarum|Edwardsiella anguillarum strain	0.028
490759.1	strain	2|1224|1236|135622|72275|2742|490759|490759.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Marinobacter|Marinobacter sp. BSs20148|Marinobacter sp. BSs20148 strain	0.028
73141.1	strain	2|1224|1236|135613|1046|13724|73141|73141.1	Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Chromatiaceae|Thiocystis|Thiocystis violascens|Thiocystis violascens strain	0.171
2743.1	strain	2|1224|1236|135622|72275|2742|2743|2743.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Marinobacter|Marinobacter hydrocarbonoclasticus|Marinobacter hydrocarbonoclasticus strain	0.060
1580092.1	strain	2157|651137||31932|338190|338191|1580092|1580092.1	Archaea|Thaumarchaeota||Nitrosopumilales|Nitrosopumilaceae|Nitrosopumilus|Candidatus Nitrosopumilus adriaticus|Candidatus Nitrosopumilus adriaticus strain	0.142
1883.1	strain	2|201174|1760|85011|2062|1883||1883.1	Bacteria|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces||Streptomyces strain	0.028
39766.1	strain	2|1224|29547|213849|72293|202746|39766|39766.1	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Sulfurimonas|Sulfurimonas denitrificans|Sulfurimonas denitrificans strain	0.057
80852.13	strain	2|1224|1236|135623|641|511678|80852|80852.13	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio wodanis|Aliivibrio wodanis strain	0.114
1620421.1	strain	2|1224|28211|356|69277|274591|1620421|1620421.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Hoeflea|Hoeflea sp. IMCC20628|Hoeflea sp. IMCC20628 strain	0.028
32051.1	strain	2|1117||1890424|1890426|1129|32051|32051.1	Bacteria|Cyanobacteria||Synechococcales|Synechococcaceae|Synechococcus|Synechococcus sp. WH 7803|Synechococcus sp. WH 7803 strain	0.597
234831.1	strain	2|1224|1236|135622|267888|53246|234831|234831.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Pseudoalteromonadaceae|Pseudoalteromonas|Pseudoalteromonas sp. SM9913|Pseudoalteromonas sp. SM9913 strain	0.028
226.5	strain	2|1224|1236|135622|72275|226||226.5	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Alteromonas||Alteromonas strain	0.026
84405.1	strain	2|1224|28221|213113|117942|84404|84405|84405.1	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfurellales|Desulfurellaceae|Hippea|Hippea maritima|Hippea maritima strain	0.114
373994.1	strain	2|1117||1161|1185|373984|373994|373994.1	Bacteria|Cyanobacteria||Nostocales|Rivulariaceae|Rivularia|Rivularia sp. PCC 7116|Rivularia sp. PCC 7116 strain	0.028
226.2	strain	2|1224|1236|135622|72275|226||226.2	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Alteromonas||Alteromonas strain	0.047
129337.1	strain	2|1239|91061|1385|186817|129337||129337.1	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Geobacillus||Geobacillus strain	0.028
40269.11	strain	2|1224|1236|135623|641|511678|40269|40269.11	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio salmonicida|Aliivibrio salmonicida strain	0.028
645.4	strain	2|1224|1236|135624|84642|642|645|645.4	Bacteria|Proteobacteria|Gammaproteobacteria|Aeromonadales|Aeromonadaceae|Aeromonas|Aeromonas salmonicida|Aeromonas salmonicida strain	0.341
1462.1	strain	2|1239|91061|1385|186817|129337|1462|1462.1	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Geobacillus|Geobacillus kaustophilus|Geobacillus kaustophilus strain	0.028
1348774.1	strain	2|1224|28211|204457|335929|1295327|1348774|1348774.1	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae|Croceicoccus|Croceicoccus naphthovorans|Croceicoccus naphthovorans strain	0.028
41275.1	strain	2|1224|28211|204458|76892|41275||41275.1	Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Brevundimonas||Brevundimonas strain	0.057
1335757.1	strain	2|1224|1236|135613|72276|1335745|1335757|1335757.1	Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Ectothiorhodospiraceae|Spiribacter|Spiribacter curvatus|Spiribacter curvatus strain	8.905
1191459.1	strain	2|976|768503|768507|200667|59739|1191459|1191459.1	Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Flammeovirgaceae|Flammeovirga|Flammeovirga sp. MY04|Flammeovirga sp. MY04 strain	0.256
119864.1	strain	2|1224|1236|135619|135620|28253|119864|119864.1	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Oceanospirillaceae|Marinomonas|Marinomonas mediterranea|Marinomonas mediterranea strain	0.370
2261.1	strain	2157|28890|183968|2258|2259|2260|2261|2261.1	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Pyrococcus|Pyrococcus furiosus|Pyrococcus furiosus strain	0.057
28173.1	strain	2|1224|1236|135623|641|662|28173|28173.1	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio nigripulchritudo|Vibrio nigripulchritudo strain	0.313
1408.1	strain	2|1239|91061|1385|186817|1386|1408|1408.1	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus pumilus|Bacillus pumilus strain	0.227
320787.1	strain	2|976|768503|768507|563798|68288|320787|320787.1	Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Cyclobacterium|Cyclobacterium amurskyense|Cyclobacterium amurskyense strain	0.028
2189.1	strain	2157|28890|183939|2182|196117|196119|2189|2189.1	Archaea|Euryarchaeota|Methanococci|Methanococcales|Methanocaldococcaceae|Methanotorris|Methanotorris igneus|Methanotorris igneus strain	0.085
192073.1	strain	2|1224|1236|135622|267890|22|192073|192073.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella denitrificans|Shewanella denitrificans strain	0.028
1238.15	strain	2|1224|1236|72273|135616|1237|1238|1238.15	Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales|Piscirickettsiaceae|Piscirickettsia|Piscirickettsia salmonis|Piscirickettsia salmonis strain	0.057
2724.1	strain	2|1224|28211|204455|69657|2723|2724|2724.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Hyphomonadaceae|Hirschia|Hirschia baltica|Hirschia baltica strain	0.042
74109.1	strain	2|1224|1236|135623|641|657|74109|74109.1	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Photobacterium|Photobacterium profundum|Photobacterium profundum strain	0.057
1754.1	strain	2|1239|186801|68295|186814|1754||1754.1	Bacteria|Firmicutes|Clostridia|Thermoanaerobacterales|Thermoanaerobacteraceae|Thermoanaerobacter||Thermoanaerobacter strain	0.028
511678.6	strain	2|1224|1236|135623|641|511678||511678.6	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio||Aliivibrio strain	0.797
547188.1	strain	2|203682|666505|666506|666507|666508|547188|547188.1	Bacteria|Planctomycetes|Phycisphaerae|Phycisphaerales|Phycisphaeraceae|Phycisphaera|Phycisphaera mikurensis|Phycisphaera mikurensis strain	0.057
90736.1	strain	2|1224|1236|135622|267891|58050|90736|90736.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Moritellaceae|Moritella|Moritella marina|Moritella marina strain	0.023
511678.2	strain	2|1224|1236|135623|641|511678||511678.2	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio||Aliivibrio strain	0.028
511678.3	strain	2|1224|1236|135623|641|511678||511678.3	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio||Aliivibrio strain	0.085
32052.1	strain	2|1117||1890424|1890426|1129|32052|32052.1	Bacteria|Cyanobacteria||Synechococcales|Synechococcaceae|Synechococcus|Synechococcus sp. WH 8020|Synechococcus sp. WH 8020 strain	0.028
22.2	strain	2|1224|1236|135622|267890|22||22.2	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella||Shewanella strain	0.825
22.3	strain	2|1224|1236|135622|267890|22||22.3	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella||Shewanella strain	0.028
55601.1	strain	2|1224|1236|135623|641|662|55601|55601.1	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio anguillarum|Vibrio anguillarum strain	1.935
2742.3	strain	2|1224|1236|135622|72275|2742||2742.3	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Marinobacter||Marinobacter strain	0.227
1280380.1	strain	2|1117||1890424|1890426|1129|1280380|1280380.1	Bacteria|Cyanobacteria||Synechococcales|Synechococcaceae|Synechococcus|Synechococcus sp. KORDI-100|Synechococcus sp. KORDI-100 strain	0.028
161895.1	strain	2|201174|1760|85007|1653|1716|161895|161895.1	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium phocae|Corynebacterium phocae strain	0.142
999.1	strain	2|976|768503|768507|1937968|1937972|999|999.1	Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Bernardetiaceae|Bernardetia|Bernardetia litoralis|Bernardetia litoralis strain	0.057
497.3	strain	2|1224|1236|72274|468|497||497.3	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Psychrobacter||Psychrobacter strain	0.028
160232.1	strain	2157|192989||1890940|1890941|193568|160232|160232.1	Archaea|Nanoarchaeota||Nanoarchaeales|Nanoarchaeaceae|Nanoarchaeum|Nanoarchaeum equitans|Nanoarchaeum equitans strain	0.313
1800.1	strain	2|201174|1760|85007|1762|1763|1800|1800.1	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacterium|Mycobacterium chubuense|Mycobacterium chubuense strain	0.057
1896164.1	strain	2|1224|1236|135614|32033|83614|1896164|1896164.1	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Luteimonas|Luteimonas sp. JM171|Luteimonas sp. JM171 strain	0.341
38027.3	strain	2157|28890|224756|94695|2206|2207|38027|38027.3	Archaea|Euryarchaeota|Methanomicrobia|Methanosarcinales|Methanosarcinaceae|Methanosarcina|Methanosarcina siciliae|Methanosarcina siciliae strain	0.683
191493.1	strain	2|201174|1760|85007|1653|1716|191493|191493.1	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium sphenisci|Corynebacterium sphenisci strain	0.028
168695.1	strain	2|201174|1760|85008|28056|168694|168695|168695.1	Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Salinispora|Salinispora tropica|Salinispora tropica strain	0.733
1760.8	strain	2|201174|1760|||||1760.8	Bacteria|Actinobacteria|Actinobacteria|||||Actinobacteria strain	0.057
1760.1	strain	2|201174|1760|||||1760.1	Bacteria|Actinobacteria|Actinobacteria|||||Actinobacteria strain	0.028
1760.6	strain	2|201174|1760|||||1760.6	Bacteria|Actinobacteria|Actinobacteria|||||Actinobacteria strain	0.114
1760.7	strain	2|201174|1760|||||1760.7	Bacteria|Actinobacteria|Actinobacteria|||||Actinobacteria strain	0.028
29549.2	strain	2|976||1100069|563843|29548|29549|29549.2	Bacteria|Bacteroidetes||Bacteroidetes Order II. Incertae sedis|Rhodothermaceae|Rhodothermus|Rhodothermus marinus|Rhodothermus marinus strain	0.140
1760.5	strain	2|201174|1760|||||1760.5	Bacteria|Actinobacteria|Actinobacteria|||||Actinobacteria strain	0.114
1501269.1	strain	2|1117||1890424|1213|1218|1501269|1501269.1	Bacteria|Cyanobacteria||Synechococcales|Prochloraceae|Prochlorococcus|Prochlorococcus sp. MIT 0801|Prochlorococcus sp. MIT 0801 strain	0.085
873.1	strain	2|1224|28221|213115|194924|872|873|873.1	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio africanus|Desulfovibrio africanus strain	0.142
1917485.1	strain	2|1224|28211|204455|31989|60136|1917485|1917485.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Sulfitobacter|Sulfitobacter sp. AM1-D1|Sulfitobacter sp. AM1-D1 strain	0.028
1144748.1	strain	2|1224|1236|135619|1920240|261963|1144748|1144748.1	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Kangiellaceae|Kangiella|Kangiella sediminilitoris|Kangiella sediminilitoris strain	0.085
1229.1	strain	2|1224|1236|135613|1046|1227|1229|1229.1	Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Chromatiaceae|Nitrosococcus|Nitrosococcus oceani|Nitrosococcus oceani strain	3.243
80852.14	strain	2|1224|1236|135623|641|511678|80852|80852.14	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio wodanis|Aliivibrio wodanis strain	0.199
80852.11	strain	2|1224|1236|135623|641|511678|80852|80852.11	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio wodanis|Aliivibrio wodanis strain	0.512
97084.1	strain	2|1224|28221|213481|1652132|1652133|97084|97084.1	Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales|Halobacteriovoraceae|Halobacteriovorax|Halobacteriovorax marinus|Halobacteriovorax marinus strain	0.085
1881061.1	strain	2|1224|28211|204455|31989|152161|1881061|1881061.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Stappia|Stappia sp. ES.058|Stappia sp. ES.058 strain	0.028
1897729.1	strain	2|1224|1236|135619|28256|2745|1897729|1897729.1	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Halomonadaceae|Halomonas|Halomonas aestuarii|Halomonas aestuarii strain	0.028
96345.6	strain	2|976|117743|200644|49546|237|96345|96345.6	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium psychrophilum|Flavobacterium psychrophilum strain	0.028
1384459.1	strain	2|1224|28211|356||1484898|1384459|1384459.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales||Methyloceanibacter|Methyloceanibacter caenitepidi|Methyloceanibacter caenitepidi strain	0.171
1346.2	strain	2|1239|91061|186826|1300|1301|1346|1346.2	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus iniae|Streptococcus iniae strain	0.057
1346.1	strain	2|1239|91061|186826|1300|1301|1346|1346.1	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus iniae|Streptococcus iniae strain	0.028
1219.12	strain	2|1117||1890424|1213|1218|1219|1219.12	Bacteria|Cyanobacteria||Synechococcales|Prochloraceae|Prochlorococcus|Prochlorococcus marinus|Prochlorococcus marinus strain	0.085
662.3	strain	2|1224|1236|135623|641|662||662.3	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio||Vibrio strain	0.028
133539.1	strain	2|1224|1236|135613|1046|1227|133539|133539.1	Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Chromatiaceae|Nitrosococcus|Nitrosococcus halophilus|Nitrosococcus halophilus strain	9.929
34067.1	strain	2|1224|1236|72273|135616|34067||34067.1	Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales|Piscirickettsiaceae|Cycloclasticus||Cycloclasticus strain	0.455
29549.1	strain	2|976||1100069|563843|29548|29549|29549.1	Bacteria|Bacteroidetes||Bacteroidetes Order II. Incertae sedis|Rhodothermaceae|Rhodothermus|Rhodothermus marinus|Rhodothermus marinus strain	0.002
859653.1	strain	2|1224|28211|54526|1655514||859653|859653.1	Bacteria|Proteobacteria|Alphaproteobacteria|Pelagibacterales|Pelagibacteraceae||alpha proteobacterium HIMB5|alpha proteobacterium HIMB5 strain	0.028
390884.1	strain	2|976|768503|768507|563798|390846|390884|390884.1	Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Echinicola|Echinicola vietnamensis|Echinicola vietnamensis strain	0.028
1298608.4	strain	2|1224|1236|72274|468|497|1298608|1298608.4	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Psychrobacter|Psychrobacter sp. JCM 18900|Psychrobacter sp. JCM 18900 strain	0.171
1298608.2	strain	2|1224|1236|72274|468|497|1298608|1298608.2	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Psychrobacter|Psychrobacter sp. JCM 18900|Psychrobacter sp. JCM 18900 strain	1.110
1298608.1	strain	2|1224|1236|72274|468|497|1298608|1298608.1	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Psychrobacter|Psychrobacter sp. JCM 18900|Psychrobacter sp. JCM 18900 strain	0.028
1510466.1	strain	2157|651137||31932|338190|338191|1510466|1510466.1	Archaea|Thaumarchaeota||Nitrosopumilales|Nitrosopumilaceae|Nitrosopumilus|Candidatus Nitrosopumilus koreensis|Candidatus Nitrosopumilus koreensis strain	0.028
226.3	strain	2|1224|1236|135622|72275|226||226.3	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Alteromonas||Alteromonas strain	0.205
60890.2	strain	2|1224|28211|204455|31989|302485|60890|60890.2	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Phaeobacter|Phaeobacter gallaeciensis|Phaeobacter gallaeciensis strain	0.024
186192.1	strain	2|1297|188787|68933|188786|186191|186192|186192.1	Bacteria|Deinococcus-Thermus|Deinococci|Thermales|Thermaceae|Marinithermus|Marinithermus hydrothermalis|Marinithermus hydrothermalis strain	0.853
1219.9	strain	2|1117||1890424|1213|1218|1219|1219.9	Bacteria|Cyanobacteria||Synechococcales|Prochloraceae|Prochlorococcus|Prochlorococcus marinus|Prochlorococcus marinus strain	0.142
1855377.1	strain	2|201174|1760|85006|85023|529881|1855377|1855377.1	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Candidatus Aquiluna|Candidatus Aquiluna sp. UB-MaderosW2red|Candidatus Aquiluna sp. UB-MaderosW2red strain	0.142
1219.3	strain	2|1117||1890424|1213|1218|1219|1219.3	Bacteria|Cyanobacteria||Synechococcales|Prochloraceae|Prochlorococcus|Prochlorococcus marinus|Prochlorococcus marinus strain	0.199
1219.2	strain	2|1117||1890424|1213|1218|1219|1219.2	Bacteria|Cyanobacteria||Synechococcales|Prochloraceae|Prochlorococcus|Prochlorococcus marinus|Prochlorococcus marinus strain	0.028
91347.3	strain	2|1224|1236|91347||||91347.3	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales||||Enterobacterales strain	0.028
91347.2	strain	2|1224|1236|91347||||91347.2	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales||||Enterobacterales strain	0.114
91347.1	strain	2|1224|1236|91347||||91347.1	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales||||Enterobacterales strain	0.028
897.1	strain	2|1224|28221|213118|213119|896|897|897.1	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Desulfobacteraceae|Desulfococcus|Desulfococcus multivorans|Desulfococcus multivorans strain	0.541
1063.1	strain	2|1224|28211|204455|31989|1060|1063|1063.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Rhodobacter|Rhodobacter sphaeroides|Rhodobacter sphaeroides strain	0.150
146919.2	strain	2|976||1100069|563843|146918|146919|146919.2	Bacteria|Bacteroidetes||Bacteroidetes Order II. Incertae sedis|Rhodothermaceae|Salinibacter|Salinibacter ruber|Salinibacter ruber strain	0.057
80852.12	strain	2|1224|1236|135623|641|511678|80852|80852.12	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio wodanis|Aliivibrio wodanis strain	0.028
314275.13	strain	2|1224|1236|135622|72275|226|314275|314275.13	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Alteromonas|Alteromonas mediterranea|Alteromonas mediterranea strain	0.307
314275.10	strain	2|1224|1236|135622|72275|226|314275|314275.10	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Alteromonas|Alteromonas mediterranea|Alteromonas mediterranea strain	0.028
662.2	strain	2|1224|1236|135623|641|662||662.2	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio||Vibrio strain	0.028
662.6	strain	2|1224|1236|135623|641|662||662.6	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio||Vibrio strain	0.085
104267.4	strain	2|976|117743|200644|49546|104267||104267.4	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Tenacibaculum||Tenacibaculum strain	0.016
668.1	strain	2|1224|1236|135623|641|511678|668|668.1	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio fischeri|Aliivibrio fischeri strain	0.057
1007105.1	strain	2|1224|28216|80840|506|305976|1007105|1007105.1	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Pusillimonas|Pusillimonas sp. T7-7|Pusillimonas sp. T7-7 strain	0.085
1760.2	strain	2|201174|1760|||||1760.2	Bacteria|Actinobacteria|Actinobacteria|||||Actinobacteria strain	0.057
421.1	strain	2|1224|1236|135618|403|416|421|421.1	Bacteria|Proteobacteria|Gammaproteobacteria|Methylococcales|Methylococcaceae|Methylomonas|Methylomonas methanica|Methylomonas methanica strain	0.427
1372.1	strain	2|1239|91061|1385|186818|1372||1372.1	Bacteria|Firmicutes|Bacilli|Bacillales|Planococcaceae|Planococcus||Planococcus strain	0.057
666.1	strain	2|1224|1236|135623|641|662|666|666.1	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio cholerae|Vibrio cholerae strain	0.398
582419.1	strain	2157|28890|183968|2258|2259|2263|582419|582419.1	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus paralvinellae|Thermococcus paralvinellae strain	0.028
